Número de oraciones principales con sujeto antepuesto: 8182
Número de oraciones principales sin sujeto antepuesto: 9520

Porcentaje de oraciones con sujeto antepuesto: 46.22 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| 17984_20000222_ssd_forms_annotated.conllu   |                    5 |                 5 |                   50    |
| 7674_20001010_ssd_forms_annotated.conllu    |                    4 |                 8 |                   66.67 |
| 5282_20001108_ssd_forms_annotated.conllu    |                    4 |                 4 |                   50    |
| dc2-11_ssd_forms_annotated.conllu           |                    5 |                 5 |                   50    |
| 8_20011202_ssd_forms_annotated.conllu       |                    7 |                 6 |                   46.15 |
| 21_20000601_c_ssd_forms_annotated.conllu    |                    3 |                 0 |                    0    |
| dc10-11_ssd_forms_annotated.conllu          |                    7 |                 6 |                   46.15 |
| r2-4_ssd_forms_annotated.conllu             |                    4 |                12 |                   75    |
| 56_20000801_i_ssd_forms_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 82_20010302_ssd_forms_annotated.conllu      |                    2 |                 2 |                   50    |
| 55_20010103_ssd_forms_annotated.conllu      |                    1 |                12 |                   92.31 |
| 56_20000801_e_ssd_forms_annotated.conllu    |                    2 |                 1 |                   33.33 |
| r2-8_ssd_forms_annotated.conllu             |                    6 |                 5 |                   45.45 |
| 10150_20001114_ssd_forms_annotated.conllu   |                   29 |                13 |                   30.95 |
| dc3-7_ssd_forms_annotated.conllu            |                    3 |                 8 |                   72.73 |
| 21_20000701_ssd_forms_annotated.conllu      |                    7 |                 6 |                   46.15 |
| 141_20011101_ssd_forms_annotated.conllu     |                    2 |                 2 |                   50    |
| 30_20000103_ssd_forms_annotated.conllu      |                    1 |                 4 |                   80    |
| 10952_20000714_ssd_forms_annotated.conllu   |                    1 |                 7 |                   87.5  |
| 22738_20000628_ssd_forms_annotated.conllu   |                    5 |                 2 |                   28.57 |
| a1-4_ssd_forms_annotated.conllu             |                   14 |                 2 |                   12.5  |
| 4_20020601_a_ssd_forms_annotated.conllu     |                    1 |                 1 |                   50    |
| 43_19981201_ssd_forms_annotated.conllu      |                    2 |                 7 |                   77.78 |
| 71_20001002_a_ssd_forms_annotated.conllu    |                    2 |                 4 |                   66.67 |
| 13789_20000317_ssd_forms_annotated.conllu   |                    1 |                 3 |                   75    |
| 116_20020102_ssd_forms_annotated.conllu     |                    0 |                 2 |                  100    |
| 7453_20000209_ssd_forms_annotated.conllu    |                    5 |                 9 |                   64.29 |
| 20_19990802_ssd_forms_annotated.conllu      |                   13 |                15 |                   53.57 |
| 71_20010702_ssd_forms_annotated.conllu      |                   10 |                 4 |                   28.57 |
| 63_20020202_ssd_forms_annotated.conllu      |                    2 |                 1 |                   33.33 |
| 21196_20000129_ssd_forms_annotated.conllu   |                    3 |                 6 |                   66.67 |
| d2-7_ssd_forms_annotated.conllu             |                   10 |                 2 |                   16.67 |
| 54_19990902_ssd_forms_annotated.conllu      |                    0 |                 4 |                  100    |
| t3-0_ssd_forms_annotated.conllu             |                   21 |                 5 |                   19.23 |
| 158_20010602_ssd_forms_annotated.conllu     |                    2 |                 1 |                   33.33 |
| 18733_20000223_ssd_forms_annotated.conllu   |                    8 |                 9 |                   52.94 |
| 20_20010102_ssd_forms_annotated.conllu      |                    5 |                 3 |                   37.5  |
| 111_C-5_ssd_forms_annotated.conllu          |                    6 |                 9 |                   60    |
| 16712_20000825_ssd_forms_annotated.conllu   |                    5 |                 2 |                   28.57 |
| 5_20010302_ssd_forms_annotated.conllu       |                    2 |                 4 |                   66.67 |
| 71_19991201_g_ssd_forms_annotated.conllu    |                    1 |                 2 |                   66.67 |
| t6-6_ssd_forms_annotated.conllu             |                    4 |                 2 |                   33.33 |
| 2181_20000504_ssd_forms_annotated.conllu    |                    2 |                 5 |                   71.43 |
| 5976_20001008_ssd_forms_annotated.conllu    |                   11 |                 7 |                   38.89 |
| 59_20010402_ssd_forms_annotated.conllu      |                    0 |                 2 |                  100    |
| n1-10_ssd_forms_annotated.conllu            |                    7 |                 7 |                   50    |
| 211_C-4_ssd_forms_annotated.conllu          |                   12 |                 3 |                   20    |
| 90_20010402_ssd_forms_annotated.conllu      |                    0 |                 2 |                  100    |
| 157_20010201_ssd_forms_annotated.conllu     |                   16 |                 6 |                   27.27 |
| 24844_20000929_ssd_forms_annotated.conllu   |                   12 |                 7 |                   36.84 |
| 14013_20000120_ssd_forms_annotated.conllu   |                    5 |                 8 |                   61.54 |
| 22553_20001128_ssd_forms_annotated.conllu   |                    3 |                 8 |                   72.73 |
| 6740_20000710_ssd_forms_annotated.conllu    |                    5 |                 4 |                   44.44 |
