Número de oraciones principales con sujeto antepuesto: 8748
Número de oraciones principales sin sujeto antepuesto: 8616

Porcentaje de oraciones con sujeto antepuesto: 50.38 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| 88_19990701_ssd_annotated.conllu      |                    0 |                 3 |                  100    |
| 7_20020502_ssd_annotated.conllu       |                    2 |                 4 |                   66.67 |
| 26_20000302_ssd_annotated.conllu      |                    3 |                 8 |                   72.73 |
| 69_20010201_b_ssd_annotated.conllu    |                    0 |                 3 |                  100    |
| d2-9_ssd_annotated.conllu             |                    3 |                 8 |                   72.73 |
| 2692_20000705_ssd_annotated.conllu    |                    2 |                 9 |                   81.82 |
| 49_19990501_ssd_annotated.conllu      |                    3 |                15 |                   83.33 |
| 8656_20000813_ssd_annotated.conllu    |                    4 |                 7 |                   63.64 |
| 129_20010502_ssd_annotated.conllu     |                    1 |                 1 |                   50    |
| 12812_20001116_ssd_annotated.conllu   |                    6 |                 5 |                   45.45 |
| 175_20000702_ssd_annotated.conllu     |                    3 |                 3 |                   50    |
| 56_20000801_i_ssd_annotated.conllu    |                    0 |                 3 |                  100    |
| 3865_20000204_ssd_annotated.conllu    |                   10 |                10 |                   50    |
| 16786_20000221_ssd_annotated.conllu   |                    3 |                 5 |                   62.5  |
| 16577_20000320_ssd_annotated.conllu   |                    9 |                 8 |                   47.06 |
| 21_20000601_c_ssd_annotated.conllu    |                    3 |                 0 |                    0    |
| 142_20000701_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 104_20001201_ssd_annotated.conllu     |                    4 |                 7 |                   63.64 |
| 8368_20000310_ssd_annotated.conllu    |                    5 |                 8 |                   61.54 |
| 133_20001202_ssd_annotated.conllu     |                    2 |                 0 |                    0    |
| 10477_20001114_ssd_annotated.conllu   |                    3 |                 5 |                   62.5  |
| 5808_20001108_ssd_annotated.conllu    |                    7 |                 8 |                   53.33 |
| 79_19990102_ssd_annotated.conllu      |                    0 |                 2 |                  100    |
| 109_19990103_ssd_annotated.conllu     |                    0 |                 3 |                  100    |
| 8633_20000114_ssd_annotated.conllu    |                    6 |                10 |                   62.5  |
| 107_20000701_ssd_annotated.conllu     |                   13 |                18 |                   58.06 |
| 155_20020502_ssd_annotated.conllu     |                    3 |                 3 |                   50    |
| r2-7_ssd_annotated.conllu             |                   12 |                 4 |                   25    |
| 109_20010301_ssd_annotated.conllu     |                    3 |                11 |                   78.57 |
| 106_20000201_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 49_19990601_d_ssd_annotated.conllu    |                    0 |                 4 |                  100    |
| 5244_20000908_ssd_annotated.conllu    |                    6 |                12 |                   66.67 |
| 14423_20000317_ssd_annotated.conllu   |                    1 |                 5 |                   83.33 |
| 15209_20001220_ssd_annotated.conllu   |                    5 |                 3 |                   37.5  |
| 13968_20000317_ssd_annotated.conllu   |                    6 |                11 |                   64.71 |
| 10583_20000714_ssd_annotated.conllu   |                    3 |                 3 |                   50    |
| 21333_20000326_b_ssd_annotated.conllu |                    3 |                 1 |                   25    |
| e2-1_ssd_annotated.conllu             |                    2 |                 9 |                   81.82 |
| 84_20000601_ssd_annotated.conllu      |                   17 |                 0 |                    0    |
| 16_20020601_c_ssd_annotated.conllu    |                    0 |                 6 |                  100    |
| 105_19990401_ssd_annotated.conllu     |                   10 |                 8 |                   44.44 |
| 71_19991201_i_ssd_annotated.conllu    |                    0 |                 3 |                  100    |
| 5830_20000307_ssd_annotated.conllu    |                    1 |                 5 |                   83.33 |
| 19111_20000923_ssd_annotated.conllu   |                    4 |                 5 |                   55.56 |
| t4-11_ssd_annotated.conllu            |                    7 |                 4 |                   36.36 |
| 7301_20000609_ssd_annotated.conllu    |                    1 |                 3 |                   75    |
